RT,(r=),DIR,(d=),(Published Stop) TEXT,(Name) #STOPID,(Stop name) TEXT,(s=)
01,61,CapSq,102,University & Breese,0133,UNIV AVE & N BREESE [EB#0133],770
01,61,CapSq,102,NULL,0313,W WILSON & S BASSETT [EB#0313],820
01,61,CapSq,102,NULL,0435,W JOHNSON & N LAKE [EB#0435],841
01,61,CapSq,102,NULL,0455,W JOHNSON & N PARK [EB#0455],847
01,61,CapSq,102,NULL,0470,N BASSETT & W DAYTON [SB#0470],853
01,61,CapSq,102,NULL,0520,S BASSETT & W DOTY [SB#0520],865
01,61,CapSq,102,NULL,0581,W JOHNSON & N CHARTER [EB#0581],886
01,61,CapSq,102,NULL,0710,S BASSETT & WEST WASH [SB#0710],910
01,61,CapSq,102,NULL,0741,W JOHNSON & N MILLS [EB#0741],914
01,61,CapSq,102,NULL,0791,W WILSON & S HAMILTON [EB#0791],925
01,61,CapSq,102,NULL,0809,CAMPUS & BABCOCK RR [EB#0809],3457
01,61,CapSq,102,NULL,0941,W JOHNSON & N FRANCES [EB#0941],954
01,61,CapSq,102,NULL,1101,W MAIN & S CARROLL [EB#1101],964
01,61,CapSq,102,Pinckney & Main,1787,S PINCKNEY & E MAIN [NB#1787],1168
01,61,CapSq,102,University & Highland,2561,UNIV AVE & HIGHLAND [EB#2561],1408
01,61,CapSq,102,NULL,2605,UNIV AVE & WALNUT [EB#2605],1417
01,61,CapSq,102,NULL,2717,UNIV AVE & FOREST [EB#2717],1452
01,61,CapSq,102,NULL,2921,UNIV AVE & PRINCETON [EB#2921],1509
01,61,Old University,137,NULL,0087,N BROOM & W GORHAM [NB#0087],755
01,61,Old University,137,University & Park,0100,UNIV AVE & N PARK [WB#0100],760
01,61,Old University,137,NULL,0160,UNIV AVE & N RANDALL [WB#0160],777
01,61,Old University,137,NULL,0161,S BROOM & W DOTY [NB#0161],778
01,61,Old University,137,NULL,0178,UNIV AVE & N ORCHARD [WB#0178],787
01,61,Old University,137,NULL,0234,UNIV AVE & N MILLS [WB#0234],803
01,61,Old University,137,NULL,0248,W WILSON & S CARROLL [WB#0248],806
01,61,Old University,137,NULL,0428,W GORHAM & N BASSETT [WB#0428],3456
01,61,Old University,137,NULL,0564,W WILSON & S HAMILTON [WB#0564],880
01,61,Old University,137,NULL,0568,UNIV AVE & N FRANCES [WB#0568],882
01,61,Old University,137,NULL,0593,N BROOM & W DAYTON [NB#0593],891
01,61,Old University,137,NULL,0668,W DOTY & S HENRY [WB#0668],902
01,61,Old University,137,NULL,0670,UNIV AVE & N LAKE [WB#0670],903
01,61,Old University,137,NULL,0965,S BROOM & WEST WASH [NB#0965],957
01,61,Old University,137,NULL,1100,E MIFFLIN & N PINCKNEY [WB#1100],963
01,61,Old University,137,NULL,1101,W MAIN & S CARROLL [EB#1101],964
01,61,Old University,137,NULL,1324,N CARROLL & W MIFFLIN [SB#1324],1038
01,61,Old University,137,Pinckney & Main,1787,S PINCKNEY & E MAIN [NB#1787],1168
01,61,Old University,137,NULL,1872,M L K JR & CCB [SB#1872],1190
01,61,Old University,137,University & Highland,2561,UNIV AVE & HIGHLAND [EB#2561],1408
02,92,NTP,115,University & Breese,0133,UNIV AVE & N BREESE [EB#0133],770
02,92,NTP,115,NULL,0435,W JOHNSON & N LAKE [EB#0435],841
02,92,NTP,115,NULL,0455,W JOHNSON & N PARK [EB#0455],847
02,92,NTP,115,NULL,0555,W JOHNSON & N BASSETT [EB#0555],876
02,92,NTP,115,NULL,0581,W JOHNSON & N CHARTER [EB#0581],886
02,92,NTP,115,NULL,0741,W JOHNSON & N MILLS [EB#0741],914
02,92,NTP,115,NULL,0809,CAMPUS & BABCOCK RR [EB#0809],3457
02,92,NTP,115,NULL,0839,W JOHNSON & N BROOM [EB#0839],933
02,92,NTP,115,NULL,0883,STATE & N FAIRCHILD [EB#0883],941
02,92,NTP,115,NULL,0941,W JOHNSON & N FRANCES [EB#0941],954
02,92,NTP,115,Main & Carroll,1101,W MAIN & S CARROLL [EB#1101],964
02,92,NTP,115,NULL,1121,E JOHNSON & N LIVINGSTON [EB#1121],972
02,92,NTP,115,NULL,1123,ROTH & RUSKIN [EB#1123],974
02,92,NTP,115,NULL,1151,E JOHNSON & N PATERSON [EB#1151],984
02,92,NTP,115,NULL,1157,N BALDWIN & SHERMAN [NB#1157],987
02,92,NTP,115,NULL,1161,N SHERMAN & ROTH [NB#1161],990
02,92,NTP,115,NULL,1177,FORDEM & LAKEWOOD [NB#1177],994
02,92,NTP,115,E Johnson & Ingersoll,1209,E JOHNSON & N INGERSOLL [EB#1209],4173
02,92,NTP,115,NULL,1261,N HAMILTON & E JOHNSON [NB#1261],1020
02,92,NTP,115,NULL,1324,N CARROLL & W MIFFLIN [SB#1324],1038
02,92,NTP,115,NULL,1325,E JOHNSON & N BALDWIN [EB#1325],1039
02,92,NTP,115,Sherman Terrace,1329,SHERMAN & SHERMAN [EB#1329],1041
02,92,NTP,115,Fordem & McGuire,1379,FORDEM & MCGUIRE [NB#1379],1050
02,92,NTP,115,NULL,1397,E JOHNSON & N BLOUNT [EB#1397],4175
02,92,NTP,115,NULL,1495,N PINCKNEY & E MIFFLIN [NB#1495],1088
02,92,NTP,115,NULL,1533,SHERMAN & MCGUIRE [EB#1533],1100
02,92,NTP,115,NULL,1577,SHERMAN & N THORTON [EB#1577],1110
02,92,NTP,115,NULL,1595,E JOHNSON & N THORTON [EB#1595],1113
02,92,NTP,115,NULL,1707,FORDEM & E JOHNSON [NB#1707],1145
02,92,NTP,115,NULL,1715,N SHERMAN & OXFORD [NB#1715],1148
02,92,NTP,115,NULL,1717,N SHERMAN & FORDEM [NB#1717],3980
02,92,NTP,115,NULL,1767,N BALDWIN & E JOHNSON [NB#1767],1161
02,92,NTP,115,NULL,1787,S PINCKNEY & E MAIN [NB#1787],1168
02,92,NTP,115,NULL,1831,E JOHNSON & N BLAIR [EB#1831],1180
02,92,NTP,115,NULL,1923,N SHERMAN & COMMERCIAL [NB#1923],1208
02,92,NTP,115,NULL,2101,SHEBOYGAN & STATE OFFICE [EB#2101],1239
02,92,NTP,115,NULL,2121,EAU CLAIRE & REGENT [NB#2121],1248
02,92,NTP,115,University Bay & University,2131,U BAY & UNIV AVE [NB#2131],1251
02,92,NTP,115,Sheboygan & Eau Claire,2175,SHEBOYGAN & EAU CLAIRE [EB#2175],1277
02,92,NTP,115,NULL,2191,UNIV AVE & N MIDVALE [EB#2191],1285
02,92,NTP,115,NULL,2201,REGENT & S WHITNEY [EB#2201],1293
02,92,NTP,115,NULL,2249,S WHITNEY & SOUTH HILL [NB#2249],1314
02,92,NTP,115,NULL,2349,HIGHLAND & MARSH [EB#2349],1347
02,92,NTP,115,NULL,2395,SHEBOYGAN & N SEGOE [EB#2395],1368
02,92,NTP,115,NULL,2401,S WHITNEY & MINERAL PT [NB#2401],1372
02,92,NTP,115,NULL,2473,HIGHLAND & WAISMAN CTR [NB#2473],3459
02,92,NTP,115,NULL,2501,HILLDALE DR & MALL [EB#2501],3560
02,92,NTP,115,NULL,2561,UNIV AVE & HIGHLAND [EB#2561],1408
02,92,NTP,115,NULL,2595,UNIV AVE & SHOREWOOD [EB#2595],1414
02,92,NTP,115,NULL,2605,UNIV AVE & WALNUT [EB#2605],1417
02,92,NTP,115,NULL,2669,S WHITNEY & MARATHON [NB#2669],1436
02,92,NTP,115,NULL,2715,UNIV AVE & SCHMITT [EB#2715],1451
02,92,NTP,115,NULL,2717,UNIV AVE & FOREST [EB#2717],1452
02,92,NTP,115,NULL,2741,N MIDVALE & HEATHER CR [NB#2741],3567
02,92,NTP,115,NULL,2752,N SEGOE & 518 [SB#2752],3536
02,92,NTP,115,NULL,2755,UNIV AVE & N BLACKHAWK [EB#2755],1466
02,92,NTP,115,NULL,2822,HIGHLAND & VA HOSP [SB#2822],1481
02,92,NTP,115,NULL,2916,HIGHLAND & OBSERVATORY [SB#2916],1507
02,92,NTP,115,NULL,2921,UNIV AVE & PRINCETON [EB#2921],1509
02,92,NTP,115,NULL,2925,S WHITNEY & SCIENCE [NB#2925],1512
02,92,NTP,115,NULL,2945,UNIV AVE & RIDGE [EB#2945],1517
02,92,NTP,115,Arrive North Transfer Point,5101,ARIV NORTH TP & HUXLEY [NB#5101],1723
02,92,NTP,115,West Transfer Point,6100,WEST TFR PT & TOKAY [EB#6100],1842
02,92,WTP,131,University & Park,0100,UNIV AVE & N PARK [WB#0100],760
02,92,WTP,131,NULL,0160,UNIV AVE & N RANDALL [WB#0160],777
02,92,WTP,131,NULL,0178,UNIV AVE & N ORCHARD [WB#0178],787
02,92,WTP,131,NULL,0234,UNIV AVE & N MILLS [WB#0234],803
02,92,WTP,131,NULL,0252,STATE & W GORHAM [WB#0252],807
02,92,WTP,131,NULL,0428,W GORHAM & N BASSETT [WB#0428],3456
02,92,WTP,131,NULL,0568,UNIV AVE & N FRANCES [WB#0568],882
02,92,WTP,131,NULL,0670,UNIV AVE & N LAKE [WB#0670],903
02,92,WTP,131,NULL,0692,UNIV AVE & N BREESE [WB#0692],906
02,92,WTP,131,NULL,0898,STATE & W JOHNSON [WB#0898],946
02,92,WTP,131,Mifflin & Pinckney,1100,E MIFFLIN & N PINCKNEY [WB#1100],963
02,92,WTP,131,NULL,1116,FORDEM & LAKEWOOD [SB#1116],970
02,92,WTP,131,NULL,1122,N SHERMAN & OXFORD [SB#1122],973
02,92,WTP,131,NULL,1138,E GORHAM & N BLAIR [WB#1138],979
02,92,WTP,131,NULL,1156,N SHERMAN & COMMERCIAL [SB#1156],4051
02,92,WTP,131,NULL,1250,E GORHAM & N BALDWIN [WB#1250],1016
02,92,WTP,131,NULL,1254,N SHERMAN & ROTH [SB#1254],1017
02,92,WTP,131,NULL,1296,SHERMAN & MCGUIRE [SB#1296],3979
02,92,WTP,131,NULL,1310,W MIFFLIN & N CARROLL [WB#1310],1032
02,92,WTP,131,NULL,1354,SHERMAN & N THORTON [WB#1354],1046
02,92,WTP,131,NULL,1404,N HAMILTON & E GORHAM [SB#1404],1063
02,92,WTP,131,NULL,1504,ABERG & RUSKIN [WB#1504],1092
02,92,WTP,131,NULL,1558,STATE & W DAYTON [WB#1558],1105
02,92,WTP,131,E Gorham & Ingersoll,1636,E GORHAM & N INGERSOLL [WB#1636],1123
02,92,WTP,131,NULL,1664,E GORHAM & N BLOUNT [WB#1664],1133
02,92,WTP,131,Fordem & McGuire,1692,FORDEM & MCGUIRE [SB#1692],1139
02,92,WTP,131,NULL,1798,E JOHNSON & N DICKINSON [WB#1798],1171
02,92,WTP,131,NULL,1834,E GORHAM & N PATERSON [WB#1834],1181
02,92,WTP,131,Sherman Terrace,1838,SHERMAN & SHERMAN [WB#1838],1182
02,92,WTP,131,NULL,1892,E JOHNSON & FORDEM [WB#1892],1198
02,92,WTP,131,NULL,1922,N SHERMAN & ABERG [SB#1922],3924
02,92,WTP,131,NULL,1936,N BALDWIN & SHERMAN [SB#1936],1211
02,92,WTP,131,NULL,1966,N HAMILTON & E JOHNSON [SB#1966],1217
02,92,WTP,131,NULL,1968,N SHERMAN & FORDEM [SB#1968],3981
02,92,WTP,131,NULL,1996,E GORHAM & N LIVINGSTON [WB#1996],1223
02,92,WTP,131,NULL,2100,SHEBOYGAN & STATE OFFICE [WB#2100],1238
02,92,WTP,131,NULL,2125,HIGHLAND & OBSERVATORY [NB#2125],1249
02,92,WTP,131,NULL,2138,REGENT & EAU CLAIRE [WB#2138],1258
02,92,WTP,131,NULL,2146,UNIV AVE & FOREST [WB#2146],1262
02,92,WTP,131,NULL,2184,SHEBOYGAN & N SEGOE [WB#2184],1284
02,92,WTP,131,NULL,2192,UNIV AVE & WALNUT [WB#2192],1286
02,92,WTP,131,NULL,2199,N SEGOE & KELAB [NB#2199],1291
02,92,WTP,131,NULL,2268,UNIV AVE & N BLACKHAWK [WB#2268],1324
02,92,WTP,131,NULL,2270,UNIV AVE & RIDGE [WB#2270],1325
02,92,WTP,131,NULL,2362,N MIDVALE & HILLDALE [SB#2362],3566
02,92,WTP,131,Sheboygan & Eau Claire,2376,SHEBOYGAN & EAU CLAIRE [WB#2376],1356
02,92,WTP,131,NULL,2393,HIGHLAND & VA HOSP [NB#2393],1366
02,92,WTP,131,NULL,2500,HILLDALE DR & MALL [WB#2500],3559
02,92,WTP,131,NULL,2576,U BAY & MARSHALL [SB#2576],4058
02,92,WTP,131,NULL,2620,HIGHLAND & MARSH [WB#2620],1421
02,92,WTP,131,NULL,2642,UNIV AVE & SCHMITT [WB#2642],1430
02,92,WTP,131,University & Highland,2643,HIGHLAND & UNIV AVE [NB#2643],1431
02,92,WTP,131,NULL,2670,S WHITNEY & MINERAL PT [SB#2670],1437
02,92,WTP,131,NULL,2684,S WHITNEY & SOUTH HILL [SB#2684],1441
02,92,WTP,131,NULL,2698,UNIV AVE & U BAY [WB#2698],1444
02,92,WTP,131,NULL,2714,UNIV AVE & SHOREWOOD [WB#2714],1450
02,92,WTP,131,NULL,2770,HIGHLAND & WAISMAN CTR [SB#2770],1470
02,92,WTP,131,NULL,2798,S WHITNEY & REGENT [SB#2798],3618
02,92,WTP,131,NULL,2806,UNIV AVE & PRINCETON [WB#2806],1479
02,92,WTP,131,NULL,2812,N MIDVALE & UNIV AVE [SB#2812],3568
02,92,WTP,131,NULL,2898,S WHITNEY & 126 [SB#2898],1503
02,92,WTP,131,NULL,2984,S WHITNEY & SCIENCE [SB#2984],1528
02,92,WTP,131,North Transfer Point,5100,NORTH TFR PT & HUXLEY [SB#5100],1722
02,92,WTP,131,West Transfer Point,6101,ARIV WEST TP & TOKAY [WB#6101],1843
03,122,ETP,109,University & Breese,0133,UNIV AVE & N BREESE [EB#0133],770
03,122,ETP,109,NULL,0349,BREESE & REGENT [NB#0349],825
03,122,ETP,109,NULL,0435,W JOHNSON & N LAKE [EB#0435],841
03,122,ETP,109,NULL,0455,W JOHNSON & N PARK [EB#0455],847
03,122,ETP,109,NULL,0555,W JOHNSON & N BASSETT [EB#0555],876
03,122,ETP,109,NULL,0581,W JOHNSON & N CHARTER [EB#0581],886
03,122,ETP,109,NULL,0741,W JOHNSON & N MILLS [EB#0741],914
03,122,ETP,109,NULL,0751,BREESE & HOYT [NB#0751],916
03,122,ETP,109,NULL,0809,CAMPUS & BABCOCK RR [EB#0809],3457
03,122,ETP,109,NULL,0839,W JOHNSON & N BROOM [EB#0839],933
03,122,ETP,109,NULL,0883,STATE & N FAIRCHILD [EB#0883],941
03,122,ETP,109,NULL,0941,W JOHNSON & N FRANCES [EB#0941],954
03,122,ETP,109,Main & Carroll,1101,W MAIN & S CARROLL [EB#1101],964
03,122,ETP,109,NULL,1105,MILWAUKEE & WALTER [EB#1105],965
03,122,ETP,109,NULL,1127,ATWOOD & S MARQUETTE [EB#1127],975
03,122,ETP,109,NULL,1143,RUTLEDGE & RIVERSIDE [EB#1143],982
03,122,ETP,109,NULL,1153,WALTER & DAWES [NB#1153],985
03,122,ETP,109,NULL,1167,JENIFER & S LIVINGSTON [EB#1167],992
03,122,ETP,109,NULL,1211,ATWOOD & HUDSON [EB#1211],1008
03,122,ETP,109,NULL,1213,WILLIAMSON & S DICKINSON [EB#1213],1009
03,122,ETP,109,NULL,1225,WALTER & ATWOOD [NB#1225],1012
03,122,ETP,109,NULL,1260,ROGERS & RUTLEDGE [SB#1260],1019
03,122,ETP,109,NULL,1305,RUTLEDGE & RUSSELL [EB#1305],1030
03,122,ETP,109,NULL,1324,N CARROLL & W MIFFLIN [SB#1324],1038
03,122,ETP,109,NULL,1391,ATWOOD & OHIO [EB#1391],1057
03,122,ETP,109,Jenifer & Ingersoll,1505,JENIFER & S INGERSOLL [EB#1505],1093
03,122,ETP,109,NULL,1509,WILLIAMSON & S BLOUNT [EB#1509],1094
03,122,ETP,109,NULL,1559,JENIFER & S FEW [EB#1559],1106
03,122,ETP,109,NULL,1615,JENIFER & S PATERSON [EB#1615],1117
03,122,ETP,109,NULL,1643,EASTWOOD & DIVISION [EB#1643],1124
03,122,ETP,109,NULL,1645,WILLIAMSON & ROGERS [EB#1645],1125
03,122,ETP,109,NULL,1689,JENIFER & S BALDWIN [EB#1689],1137
03,122,ETP,109,NULL,1695,RUTLEDGE & WALTON [EB#1695],1140
03,122,ETP,109,NULL,1737,KING & E WILSON [EB#1737],1152
03,122,ETP,109,Winnebago & Atwood,1753,WINNEBAGO & ATWOOD [NB#1753],1156
03,122,ETP,109,NULL,1785,WALTER & CAP CITY PATH [NB#1785],1166
03,122,ETP,109,NULL,1809,WALTER & RICHARD [NB#1809],1174
03,122,ETP,109,NULL,1813,SPAIGHT & S DICKINSON [EB#1813],1176
03,122,ETP,109,NULL,1823,E MAIN & S PINCKNEY [EB#1823],1177
03,122,ETP,109,NULL,1839,E WILSON & S FRANKLIN [EB#1839],1183
03,122,ETP,109,NULL,1887,ATWOOD & EVERGREEN [EB#1887],1196
03,122,ETP,109,NULL,1901,WINNEBAGO & S FIRST [NB#1901],1203
03,122,ETP,109,NULL,1905,ATWOOD & LAKELAND [EB#1905],1204
03,122,ETP,109,NULL,1935,WINNEBAGO & RIVERSIDE [NB#1935],1210
03,122,ETP,109,NULL,1959,JENIFER & S BREARLY [EB#1959],1215
03,122,ETP,109,NULL,1961,ATWOOD & RUSK [EB#1961],1216
03,122,ETP,109,Division & Oakridge,1995,DIVISION & OAKRIDGE [NB#1995],1222
03,122,ETP,109,NULL,2105,ODANA & FREDERICK [EB#2105],1240
03,122,ETP,109,NULL,2119,ODANA & CHARLES [EB#2119],1247
03,122,ETP,109,NULL,2139,MONROE & WEST LAWN [EB#2139],1259
03,122,ETP,109,NULL,2253,ODANA & DEARHOLT [EB#2253],1316
03,122,ETP,109,NULL,2255,MONROE & GARFIELD [EB#2255],1317
03,122,ETP,109,NULL,2265,ODANA & HURON [EB#2265],1322
03,122,ETP,109,NULL,2357,ODANA & ANTHONY [EB#2357],1350
03,122,ETP,109,NULL,2379,ODANA & S WHITNEY [EB#2379],1358
03,122,ETP,109,NULL,2389,MONROE & LEONARD [EB#2389],1362
03,122,ETP,109,NULL,2433,ODANA & S MIDVALE [EB#2433],1377
03,122,ETP,109,NULL,2447,MONROE & EDGEWOOD [EB#2447],1382
03,122,ETP,109,NULL,2499,MONROE & COMMONWEALTH [EB#2499],1392
03,122,ETP,109,Monroe & Glenway,2505,MONROE & GLENWAY [EB#2505],1395
03,122,ETP,109,NULL,2593,ODANA & SENECA [EB#2593],1413
03,122,ETP,109,NULL,2597,ODANA & WEDGEWOOD [EB#2597],1415
03,122,ETP,109,NULL,2673,MONROE & PICKFORD [EB#2673],1439
03,122,ETP,109,NULL,2729,ODANA & HILLTOP [EB#2729],1457
03,122,ETP,109,NULL,2749,MONROE & HARRISON [EB#2749],1464
03,122,ETP,109,NULL,2759,MONROE & CHAPMAN [EB#2759],1467
03,122,ETP,109,NULL,2801,ODANA & S SEGOE [EB#2801],1478
03,122,ETP,109,NULL,2883,MONROE & KNICKERBOCKER [EB#2883],1497
03,122,ETP,109,NULL,2887,MONROE & S PROSPECT [EB#2887],1498
03,122,ETP,109,West Transfer Point,6100,WEST TFR PT & TOKAY [EB#6100],1842
03,122,ETP,109,NULL,6296,TOKAY & UW RESEARCH PK [WB#6296],1933
03,122,ETP,109,NULL,6541,ODANA & MEDICAL [EB#6541],2017
03,122,ETP,109,NULL,6771,ODANA & TOKAY [EB#6771],2089
03,122,ETP,109,Arrive East Transfer Point,7101,ARIV EAST TP & W CORPORATE [WB#7101],2169
03,122,WTP,131,University & Park,0100,UNIV AVE & N PARK [WB#0100],760
03,122,WTP,131,NULL,0160,UNIV AVE & N RANDALL [WB#0160],777
03,122,WTP,131,NULL,0178,UNIV AVE & N ORCHARD [WB#0178],787
03,122,WTP,131,NULL,0234,UNIV AVE & N MILLS [WB#0234],803
03,122,WTP,131,NULL,0252,STATE & W GORHAM [WB#0252],807
03,122,WTP,131,NULL,0428,W GORHAM & N BASSETT [WB#0428],3456
03,122,WTP,131,NULL,0454,BREESE & HOYT [SB#0454],846
03,122,WTP,131,NULL,0542,BREESE & UNIV AVE [SB#0542],873
03,122,WTP,131,NULL,0568,UNIV AVE & N FRANCES [WB#0568],882
03,122,WTP,131,NULL,0670,UNIV AVE & N LAKE [WB#0670],903
03,122,WTP,131,NULL,0898,STATE & W JOHNSON [WB#0898],946
03,122,WTP,131,NULL,0916,BREESE & REGENT [SB#0916],951
03,122,WTP,131,Mifflin & Pinckney,1100,E MIFFLIN & N PINCKNEY [WB#1100],963
03,122,WTP,131,NULL,1150,E WILSON & S FRANKLIN [WB#1150],983
03,122,WTP,131,NULL,1169,ATWOOD & WALTER [NB#1169],993
03,122,WTP,131,Winnebago & Atwood,1188,WINNEBAGO & ATWOOD [SB#1188],999
03,122,WTP,131,NULL,1190,JENIFER & S BREARLY [WB#1190],1000
03,122,WTP,131,NULL,1194,JENIFER & S LIVINGSTON [WB#1194],1002
03,122,WTP,131,NULL,1208,WILLIAMSON & ROGERS [WB#1208],1007
03,122,WTP,131,NULL,1230,E WILSON & KING [WB#1230],1014
03,122,WTP,131,NULL,1236,RUTLEDGE & S THORTON [WB#1236],1015
03,122,WTP,131,NULL,1256,RUTLEDGE & WALTON [WB#1256],1018
03,122,WTP,131,NULL,1270,WALTER & MILWAUKEE [SB#1270],1024
03,122,WTP,131,NULL,1304,SPAIGHT & S DICKINSON [WB#1304],1029
03,122,WTP,131,NULL,1310,W MIFFLIN & N CARROLL [WB#1310],1032
03,122,WTP,131,NULL,1388,ATWOOD & DIVISION [WB#1388],1055
03,122,WTP,131,NULL,1398,ATWOOD & EVERGREEN [WB#1398],1061
03,122,WTP,131,NULL,1447,ROGERS & SPAIGHT [NB#1447],1074
03,122,WTP,131,NULL,1472,WINNEBAGO & RIVERSIDE [SB#1472],1079
03,122,WTP,131,NULL,1478,WALTER & RICHARD [SB#1478],1081
03,122,WTP,131,NULL,1480,WILLIAMSON & S BLOUNT [WB#1480],1082
03,122,WTP,131,NULL,1486,E WILSON & M L K JR [WB#1486],1085
03,122,WTP,131,NULL,1526,WILLIAMSON & S DICKINSON [WB#1526],1098
03,122,WTP,131,NULL,1530,JENIFER & S BALDWIN [WB#1530],1099
03,122,WTP,131,NULL,1536,JENIFER & S PATERSON [WB#1536],1101
03,122,WTP,131,NULL,1542,RUTLEDGE & RUSSELL [WB#1542],1103
03,122,WTP,131,NULL,1558,STATE & W DAYTON [WB#1558],1105
03,122,WTP,131,NULL,1628,ATWOOD & LAKELAND [WB#1628],1120
03,122,WTP,131,NULL,1682,ATWOOD & OHIO [WB#1682],1135
03,122,WTP,131,NULL,1710,ATWOOD & S MARQUETTE [WB#1710],1146
03,122,WTP,131,NULL,1712,ATWOOD & RUSK [WB#1712],1147
03,122,WTP,131,NULL,1720,JENIFER & WILLIAMSON [WB#1720],1149
03,122,WTP,131,NULL,1750,JENIFER & S FEW [WB#1750],1154
03,122,WTP,131,Division & Oakridge,1784,DIVISION & OAKRIDGE [SB#1784],1165
03,122,WTP,131,NULL,1786,WALTER & DAWES [SB#1786],1167
03,122,WTP,131,NULL,1787,S PINCKNEY & E MAIN [NB#1787],1168
03,122,WTP,131,NULL,1830,WINNEBAGO & S FIRST [SB#1830],1179
03,122,WTP,131,Jenifer & Ingersoll,1878,JENIFER & S INGERSOLL [WB#1878],1192
03,122,WTP,131,NULL,1890,WALTER & CAP CITY PATH [SB#1890],1197
03,122,WTP,131,NULL,1898,ATWOOD & HUDSON [WB#1898],1201
03,122,WTP,131,NULL,1910,SPAIGHT & S BALDWIN [WB#1910],1205
03,122,WTP,131,NULL,1928,ATWOOD & GARRISON [WB#1928],1209
03,122,WTP,131,Monroe & Glenway,2112,MONROE & GLENWAY [WB#2112],1244
03,122,WTP,131,NULL,2114,ODANA & ANTHONY [WB#2114],1245
03,122,WTP,131,NULL,2132,MONROE & PICKFORD [WB#2132],1252
03,122,WTP,131,NULL,2212,ODANA & FREDERICK [WB#2212],1298
03,122,WTP,131,NULL,2224,ODANA & HILLTOP [WB#2224],1302
03,122,WTP,131,NULL,2290,MONROE & WEST LAWN [WB#2290],1332
03,122,WTP,131,NULL,2302,ODANA & DEARHOLT [WB#2302],1334
03,122,WTP,131,NULL,2380,MONROE & KNICKERBOCKER [WB#2380],1359
03,122,WTP,131,NULL,2524,MONROE & LEONARD [WB#2524],1400
03,122,WTP,131,NULL,2566,MONROE & S PROSPECT [WB#2566],1410
03,122,WTP,131,NULL,2608,MONROE & SPOONER [WB#2608],1418
03,122,WTP,131,NULL,2732,ODANA & WEDGEWOOD [WB#2732],1458
03,122,WTP,131,NULL,2778,ODANA & S WHITNEY [WB#2778],1473
03,122,WTP,131,NULL,2786,ODANA & CHARLES [WB#2786],1474
03,122,WTP,131,NULL,2838,MONROE & CHAPMAN [WB#2838],1483
03,122,WTP,131,NULL,2856,MONROE & COMMONWEALTH [WB#2856],1488
03,122,WTP,131,NULL,2872,ODANA & S MIDVALE [WB#2872],1492
03,122,WTP,131,NULL,2914,MONROE & WESTERN [WB#2914],1506
03,122,WTP,131,NULL,2918,ODANA & HURON [WB#2918],1508
03,122,WTP,131,NULL,2946,ODANA & S SEGOE [WB#2946],1518
03,122,WTP,131,NULL,2948,MONROE & GARFIELD [WB#2948],1519
03,122,WTP,131,NULL,2970,MONROE & EDGEWOOD [WB#2970],1524
03,122,WTP,131,West Transfer Point,6101,ARIV WEST TP & TOKAY [WB#6101],1843
03,122,WTP,131,NULL,6265,TOKAY & ODANA [NB#6265],1919
03,122,WTP,131,NULL,6423,TOKAY & UW RESEARCH PK [NB#6423],1980
03,122,WTP,131,NULL,6728,ODANA & MEDICAL [WB#6728],2078
03,122,WTP,131,East Transfer Point,7100,EAST TFR PT & W CORPORATE [EB#7100],2168
04,14,NTP,115,NULL,0167,S MILLS & MOUND [NB#0167],781
04,14,NTP,115,NULL,0265,STATE & N LAKE [EB#0265],809
04,14,NTP,115,NULL,0300,ERIN & S MILLS [WB#0300],818
04,14,NTP,115,NULL,0375,S MILLS & VILAS [NB#0375],829
04,14,NTP,115,NULL,0391,FISH HATCHERY & CARVER [NB#0391],831
04,14,NTP,115,NULL,0405,FISH HATCHERY & CATALPA [NB#0405],835
04,14,NTP,115,NULL,0441,N MILLS & W JOHNSON [NB#0441],843
04,14,NTP,115,NULL,0445,N MILLS & SPRING [NB#0445],844
04,14,NTP,115,Johnson & Park,0455,W JOHNSON & N PARK [EB#0455],847
04,14,NTP,115,NULL,0499,FISH HATCHERY & W BADGER [NB#0499],860
04,14,NTP,115,NULL,0505,STATE & W GILMAN [EB#0505],862
04,14,NTP,115,Park & Fish Hatchery,0519,S PARK & FISH HATCHERY [NB#0519],3934
04,14,NTP,115,NULL,0549,STATE & W GORHAM [EB#0549],875
04,14,NTP,115,NULL,0590,W BADGER & CYPRESS [WB#0590],889
04,14,NTP,115,NULL,0739,N MILLS & COLLEGE [NB#0739],913
04,14,NTP,115,NULL,0765,N LAKE & UNIV AVE [NB#0765],919
04,14,NTP,115,NULL,0782,W BADGER & FIEDLER [WB#0782],922
04,14,NTP,115,NULL,0803,STATE & W JOHNSON [EB#0803],927
04,14,NTP,115,NULL,0837,N MILLS & W DAYTON [NB#0837],932
04,14,NTP,115,NULL,0841,S MILLS & REGENT [NB#0841],934
04,14,NTP,115,NULL,0843,FISH HATCHERY & APPLETON [NB#0843],935
04,14,NTP,115,NULL,0845,FISH HATCHERY & PLAENERT [NB#0845],936
04,14,NTP,115,NULL,0883,STATE & N FAIRCHILD [EB#0883],941
04,14,NTP,115,NULL,0904,ERIN & S PARK [WB#0904],948
04,14,NTP,115,NULL,0915,FISH HATCHERY & MIDLAND [NB#0915],950
04,14,NTP,115,Main & Carroll,1101,W MAIN & S CARROLL [EB#1101],964
