RT,(r=),DIR,(d=),(Published Stop) TEXT,(Name) #STOPID,(Stop name) TEXT,(s=)
29,32,Breese Terrace,9,NULL,5107,BURNING WD & ARAPAHOE [EB#5107],1726
29,32,Breese Terrace,9,NULL,5126,MENOMONIE & CHINOOK [WB#5126],1731
29,32,Breese Terrace,9,School & Havey,5127,SCHOOL & HAVEY [NB#5127],1732
29,32,Breese Terrace,9,NULL,5173,SCHOOL & FULTON [NB#5173],1740
29,32,Breese Terrace,9,NULL,5214,MANITOWISH & COMANCHE [SB#5214],1746
29,32,Breese Terrace,9,NULL,5223,NORTHPORT & N SHERMAN [EB#5223],3675
29,32,Breese Terrace,9,NULL,5236,N SHERMAN & TENNYSON [SB#5236],3676
29,32,Breese Terrace,9,Sherman Plaza Park & Ride,5256,NORTHSIDE TC & P&R LOT [WB#5256],1751
29,32,Breese Terrace,9,Wheeler & Comanche,5295,COMANCHE & WHEELER [NB#5295],1757
29,32,Breese Terrace,9,NULL,5299,WHEELER & DELAWARE [EB#5299],1759
29,32,Breese Terrace,9,NULL,5320,PACKERS & ELKA [SB#5320],1762
29,32,Breese Terrace,9,NULL,5347,WHEELER & GOLF VIEW [EB#5347],1767
29,32,Breese Terrace,9,NULL,5349,WHEELER & COMANCHE [EB#5349],1768
29,32,Breese Terrace,9,NULL,5432,N SHERMAN & LAKE VW [SB#5432],1785
29,32,Breese Terrace,9,NULL,5444,N SHERMAN & WHEELER [SB#5444],3678
29,32,Breese Terrace,9,NULL,5473,MANITOWISH & BURNING WD [EB#5473],1789
29,32,Breese Terrace,9,NULL,5540,COMANCHE & WHEELER [SB#5540],1797
29,32,Breese Terrace,9,NULL,5625,SCHOOL & NORTHLAND [NB#5625],1806
29,32,Breese Terrace,9,NULL,5628,MENOMONIE & COMANCHE [WB#5628],1807
29,32,Breese Terrace,9,NULL,5725,WHEELER & WHEELER [EB#5725],1814
29,32,Breese Terrace,9,NULL,5816,N SHERMAN & DELAWARE [SB#5816],1825
29,32,Breese Terrace,9,NULL,5845,WHEELER & ILENE [EB#5845],1828
29,32,Breese Terrace,9,NULL,5856,PACKERS & INTERNATIONAL [SB#5856],3894
29,32,Breese Terrace,9,NULL,5884,N SHERMAN & THACKERAY [SB#5884],1832
29,32,Breese Terrace,9,NULL,5888,N SHERMAN & SUNFIELD [SB#5888],1833
29,32,Sherman Flyer,53,University & Breese,0133,UNIV AVE & N BREESE [EB#0133],770
29,32,Sherman Flyer,53,NULL,0265,STATE & N LAKE [EB#0265],809
29,32,Sherman Flyer,53,NULL,0455,W JOHNSON & N PARK [EB#0455],847
29,32,Sherman Flyer,53,NULL,0505,STATE & W GILMAN [EB#0505],862
29,32,Sherman Flyer,53,NULL,0549,STATE & W GORHAM [EB#0549],875
29,32,Sherman Flyer,53,NULL,0581,W JOHNSON & N CHARTER [EB#0581],886
29,32,Sherman Flyer,53,NULL,0741,W JOHNSON & N MILLS [EB#0741],914
29,32,Sherman Flyer,53,NULL,0765,N LAKE & UNIV AVE [NB#0765],919
29,32,Sherman Flyer,53,NULL,0803,STATE & W JOHNSON [EB#0803],927
29,32,Sherman Flyer,53,NULL,0809,CAMPUS & BABCOCK RR [EB#0809],3457
29,32,Sherman Flyer,53,NULL,0883,STATE & N FAIRCHILD [EB#0883],941
29,32,Sherman Flyer,53,Main & Carroll,1101,W MAIN & S CARROLL [EB#1101],964
29,32,Sherman Flyer,53,NULL,1199,EAST WASH & S INGERSOLL [EB#1199],1003
29,32,Sherman Flyer,53,NULL,1323,EAST WASH & S WEBSTER [EB#1323],1037
29,32,Sherman Flyer,53,NULL,1324,N CARROLL & W MIFFLIN [SB#1324],1038
29,32,Sherman Flyer,53,NULL,1427,PACKERS & COMMERCIAL [NB#1427],1067
29,32,Sherman Flyer,53,NULL,1513,EAST WASH & YAHARA [EB#1513],3602
29,32,Sherman Flyer,53,NULL,1787,S PINCKNEY & E MAIN [NB#1787],1168
29,32,Sherman Flyer,53,NULL,1805,EAST WASH & S DICKINSON [EB#1805],1173
29,32,Sherman Flyer,53,NULL,1847,N FIRST & E MIFFLIN [NB#1847],1186
29,32,Sherman Flyer,53,NULL,5107,BURNING WD & ARAPAHOE [EB#5107],1726
29,32,Sherman Flyer,53,NULL,5126,MENOMONIE & CHINOOK [WB#5126],1731
29,32,Sherman Flyer,53,NULL,5143,PACKERS & INTERNATIONAL [NB#5143],3982
29,32,Sherman Flyer,53,NULL,5214,MANITOWISH & COMANCHE [SB#5214],1746
29,32,Sherman Flyer,53,NULL,5230,WHEELER & N SHERMAN [WB#5230],1748
29,32,Sherman Flyer,53,NULL,5253,N SHERMAN & DELAWARE [NB#5253],1750
29,32,Sherman Flyer,53,Sherman Plaza Park & Ride,5256,NORTHSIDE TC & P&R LOT [WB#5256],1751
29,32,Sherman Flyer,53,Wheeler & Comanche,5295,COMANCHE & WHEELER [NB#5295],1757
29,32,Sherman Flyer,53,NULL,5370,SCHOOL & NORTHLAND [SB#5370],1773
29,32,Sherman Flyer,53,NULL,5385,N SHERMAN & MAYFIELD [NB#5385],1775
29,32,Sherman Flyer,53,NULL,5461,N SHERMAN & THACKERAY [NB#5461],1788
29,32,Sherman Flyer,53,NULL,5473,MANITOWISH & BURNING WD [EB#5473],1789
29,32,Sherman Flyer,53,NULL,5484,WHEELER & GOLF VIEW [WB#5484],1791
29,32,Sherman Flyer,53,NULL,5540,COMANCHE & WHEELER [SB#5540],1797
29,32,Sherman Flyer,53,NULL,5610,WHEELER & COMANCHE [WB#5610],1804
29,32,Sherman Flyer,53,NULL,5620,SCHOOL & FULTON [SB#5620],1805
29,32,Sherman Flyer,53,NULL,5628,MENOMONIE & COMANCHE [WB#5628],1807
29,32,Sherman Flyer,53,NULL,5702,WHEELER & DELAWARE [WB#5702],1811
29,32,Sherman Flyer,53,NULL,5741,N SHERMAN & NORTHPORT [NB#5741],1816
29,32,Sherman Flyer,53,NULL,5753,N SHERMAN & TENNYSON [NB#5753],3680
29,32,Sherman Flyer,53,School & Havey,5814,SCHOOL & HAVEY [SB#5814],1823
29,32,Sherman Flyer,53,NULL,5874,WHEELER & WHEELER [WB#5874],1831
29,32,Sherman Flyer,53,NULL,5889,N SHERMAN & LAKE VW [NB#5889],1834
29,32,Sherman Flyer,53,NULL,5982,WHEELER & ILENE [WB#5982],1840
30,62,E Towne,106,East Transfer Point,7100,EAST TFR PT & W CORPORATE [EB#7100],2168
30,62,E Towne,106,NULL,7167,MILWAUKEE & WALBRIDGE [EB#7167],2192
30,62,E Towne,106,NULL,7169,MILWAUKEE & DEMPSEY [EB#7169],2194
30,62,E Towne,106,NULL,7209,MILWAUKEE & PORTLAND [EB#7209],2215
30,62,E Towne,106,NULL,7633,MILWAUKEE & MILO [EB#7633],2308
30,62,E Towne,106,NULL,9137,N THOMPSON & MESTA [NB#9137],2568
30,62,E Towne,106,NULL,9167,SWANTON & MILWAUKEE [NB#9167],2581
30,62,E Towne,106,NULL,9243,N THOMPSON & COMMERCIAL [NB#9243],2601
30,62,E Towne,106,NULL,9277,N THOMPSON & SWANTON [NB#9277],4295
30,62,E Towne,106,NULL,9291,N THOMPSON & WAYWOOD [NB#9291],2611
30,62,E Towne,106,NULL,9388,WALSH & NAKOOSA [SB#9388],2633
30,62,E Towne,106,NULL,9432,LIEN & ZEIER [WB#9432],2638
30,62,E Towne,106,NULL,9439,N THOMPSON & JANA [NB#9439],2639
30,62,E Towne,106,NULL,9591,COMMERCIAL & REDLAND [EB#9591],2666
30,62,E Towne,106,NULL,9629,NAKOOSA & COMMERCIAL [EB#9629],4353
30,62,E Towne,106,NULL,9645,N THOMPSON & OAK VALLEY [NB#9645],2676
30,62,E Towne,106,NULL,9677,EAST TOWNE & EAGAN [EB#9677],3915
30,62,E Towne,106,NULL,9719,EAGAN & LIEN [NB#9719],2686
30,62,E Towne,106,NULL,9745,N THOMPSON & GOLDEN LF [NB#9745],2695
30,62,E Towne,106,Cub Foods East,9753,NAKOOSA & WALMART [EB#9753],2698
30,62,E Towne,106,NULL,9778,WALSH & COMMERCIAL [SB#9778],2704
30,62,E Towne,106,Arrive East Towne Mall,9801,ARIV E TOWNE & SHELTER [EB#9801],3918
30,62,E Towne,106,Swanton & Easley,9811,SWANTON & EASLEY [NB#9811],2716
30,62,E Towne,106,NULL,9951,N THOMPSON & SYCAMORE [NB#9951],2741
30,62,ETP,109,Arrive East Transfer Point,7101,ARIV EAST TP & W CORPORATE [WB#7101],2169
30,62,ETP,109,NULL,7190,MILWAUKEE & MILO [WB#7190],2209
30,62,ETP,109,NULL,7398,MILWAUKEE & DEMPSEY [WB#7398],2263
30,62,ETP,109,NULL,7734,MILWAUKEE & WALBRIDGE [WB#7734],2335
30,62,ETP,109,NULL,7832,MILWAUKEE & WITTWER [WB#7832],2359
30,62,ETP,109,NULL,7846,MILWAUKEE & PORTLAND [WB#7846],2365
30,62,ETP,109,NULL,7948,MILWAUKEE & KARMENTA [WB#7948],2385
30,62,ETP,109,NULL,9174,SWANTON & MILWAUKEE [SB#9174],3476
30,62,ETP,109,NULL,9176,COMMERCIAL & REDLAND [WB#9176],2588
30,62,ETP,109,NULL,9204,N THOMPSON & LIEN [SB#9204],2595
30,62,ETP,109,NULL,9276,N THOMPSON & WESTWYNN [SB#9276],2607
30,62,ETP,109,NULL,9370,N THOMPSON & SYCAMORE [SB#9370],2630
30,62,ETP,109,NULL,9420,N THOMPSON & GOLDEN LF [SB#9420],2637
30,62,ETP,109,NULL,9479,COMMERCIAL & NAKOOSA [NB#9479],4352
30,62,ETP,109,NULL,9531,LIEN & EAGAN [EB#9531],2652
30,62,ETP,109,NULL,9636,N THOMPSON & OAK VALLEY [SB#9636],2674
30,62,ETP,109,NULL,9652,SWANTON & N THOMPSON [SB#9652],2677
30,62,ETP,109,NULL,9733,WALSH & COMMERCIAL [NB#9733],2691
30,62,ETP,109,NULL,9770,N THOMPSON & JANA [SB#9770],2701
30,62,ETP,109,East Towne Mall,9800,E TOWNE RNG & SHELTER [EB#9800],2711
30,62,ETP,109,Cub Foods East,9812,NAKOOSA & WALMART [WB#9812],2717
30,62,ETP,109,NULL,9844,N THOMPSON & COMMERCIAL [SB#9844],2724
30,62,ETP,109,Swanton & Easley,9880,SWANTON & EASLEY [SB#9880],2729
30,62,ETP,109,NULL,9892,N THOMPSON & MESTA [SB#9892],2730
30,62,ETP,109,NULL,9967,WALSH & NAKOOSA [NB#9967],2742
30,62,ETP,109,NULL,9996,EAGAN & EAST TOWNE [SB#9996],3923
31,29,ETP,109,NULL,1105,MILWAUKEE & WALTER [EB#1105],965
31,29,ETP,109,NULL,1153,WALTER & DAWES [NB#1153],985
31,29,ETP,109,NULL,1225,WALTER & ATWOOD [NB#1225],1012
31,29,ETP,109,NULL,1785,WALTER & CAP CITY PATH [NB#1785],1166
31,29,ETP,109,NULL,1809,WALTER & RICHARD [NB#1809],1174
31,29,ETP,109,NULL,3153,OWL CREEK & VOGES [NB#3153],4060
31,29,ETP,109,NULL,3243,MARSH & KIPP [NB#3243],4061
31,29,ETP,109,NULL,3273,VALOR & STAR SPANGLED [NB#3273],4062
31,29,ETP,109,NULL,3311,FREESE & SIGGELKOW [NB#3311],4063
31,29,ETP,109,NULL,3385,AGRICULTURE & FEMRITE [NB#3385],4064
31,29,ETP,109,NULL,3487,VALOR & EAGLES PERCH [NB#3487],4066
31,29,ETP,109,NULL,3491,MARSH & VOGES [NB#3491],4067
31,29,ETP,109,NULL,3517,AGRICULTURE & TRADEWINDS [NB#3517],4068
31,29,ETP,109,NULL,3592,BRANDENBURG & FREESE [WB#3592],4069
31,29,ETP,109,NULL,3645,VALOR & VALOR [NB#3645],4071
31,29,ETP,109,Marsh & Yesterday,3740,MARSH & YESTERDAY [SB#3740],4072
31,29,ETP,109,Valor & Meinders,3799,VALOR & MEINDERS [NB#3799],4075
31,29,ETP,109,NULL,3827,GREAT GRAY & OWL CREEK [EB#3827],4076
31,29,ETP,109,NULL,3952,MARSH & CALICO [SB#3952],4077
31,29,ETP,109,Arrive East Transfer Point,7101,ARIV EAST TP & W CORPORATE [WB#7101],2169
31,29,ETP,109,Pflaum & Alder,7144,PFLAUM & ALDER [WB#7144],2184
31,29,ETP,109,NULL,7194,PFLAUM & HERRO [WB#7194],2210
31,29,ETP,109,NULL,7215,ATWOOD & COTTAGE GR [NB#7215],2218
31,29,ETP,109,NULL,7232,PFLAUM & GROVELAND [WB#7232],2221
31,29,ETP,109,NULL,7302,PFLAUM & DANIELS [WB#7302],4103
31,29,ETP,109,NULL,7331,AGRICULTURE & DAIRY [NB#7331],4109
31,29,ETP,109,NULL,7379,ATWOOD & OLBRICH [NB#7379],2258
31,29,ETP,109,NULL,7417,AGRICULTURE & WORLD DAIRY [NB#7417],4114
31,29,ETP,109,NULL,7520,PFLAUM & CAMDEN [WB#7520],4122
31,29,ETP,109,NULL,7569,AGRICULTURE & PFLAUM [NB#7569],4131
31,29,ETP,109,NULL,7668,PFLAUM & SEIFERTH [WB#7668],2317
31,29,ETP,109,NULL,7745,ATWOOD & MARGARET [NB#7745],2337
31,29,ETP,109,NULL,7848,PFLAUM & ADVANCE [WB#7848],4146
31,29,ETP,109,NULL,7955,MONONA & BUCKEYE [NB#7955],2386
31,29,Marsh Rd,156,NULL,1270,WALTER & MILWAUKEE [SB#1270],1024
31,29,Marsh Rd,156,NULL,1478,WALTER & RICHARD [SB#1478],1081
31,29,Marsh Rd,156,NULL,1786,WALTER & DAWES [SB#1786],1167
31,29,Marsh Rd,156,NULL,1890,WALTER & CAP CITY PATH [SB#1890],1197
31,29,Marsh Rd,156,NULL,3153,OWL CREEK & VOGES [NB#3153],4060
31,29,Marsh Rd,156,Dutch Mill Park & Ride,3195,DUTCH MILL & P&R LOT [EB#3195],1539
31,29,Marsh Rd,156,NULL,3273,VALOR & STAR SPANGLED [NB#3273],4062
31,29,Marsh Rd,156,NULL,3299,FEMRITE & DUTCH MILL [EB#3299],4176
31,29,Marsh Rd,156,NULL,3311,FREESE & SIGGELKOW [NB#3311],4063
31,29,Marsh Rd,156,NULL,3462,AGRICULTURE & TRADEWINDS [SB#3462],4065
31,29,Marsh Rd,156,NULL,3487,VALOR & EAGLES PERCH [NB#3487],4066
31,29,Marsh Rd,156,NULL,3546,DUTCH MILL & ELLESTAD [WB#3546],4177
31,29,Marsh Rd,156,NULL,3592,BRANDENBURG & FREESE [WB#3592],4069
31,29,Marsh Rd,156,NULL,3620,MARSH & VOGES [SB#3620],4070
31,29,Marsh Rd,156,NULL,3645,VALOR & VALOR [NB#3645],4071
31,29,Marsh Rd,156,NULL,3721,DUTCH MILL & ELLESTAD [EB#3721],4178
31,29,Marsh Rd,156,Marsh & Yesterday,3740,MARSH & YESTERDAY [SB#3740],4072
31,29,Marsh Rd,156,NULL,3758,MARSH & KIPP [SB#3758],4073
31,29,Marsh Rd,156,Valor & Meinders,3799,VALOR & MEINDERS [NB#3799],4075
31,29,Marsh Rd,156,NULL,3827,GREAT GRAY & OWL CREEK [EB#3827],4076
31,29,Marsh Rd,156,NULL,3854,DUTCH MILL & FEMRITE [WB#3854],4179
31,29,Marsh Rd,156,NULL,3952,MARSH & CALICO [SB#3952],4077
31,29,Marsh Rd,156,East Transfer Point,7100,EAST TFR PT & W CORPORATE [EB#7100],2168
31,29,Marsh Rd,156,NULL,7114,MONONA & BUCKEYE [SB#7114],4089
31,29,Marsh Rd,156,NULL,7119,PFLAUM & HERRO [EB#7119],2174
31,29,Marsh Rd,156,NULL,7182,ATWOOD & OLBRICH [SB#7182],2204
31,29,Marsh Rd,156,NULL,7224,AGRICULTURE & FEMRITE [SB#7224],4095
31,29,Marsh Rd,156,NULL,7296,ATWOOD & MARGARET [SB#7296],2239
31,29,Marsh Rd,156,NULL,7351,PFLAUM & CAMDEN [EB#7351],4110
31,29,Marsh Rd,156,NULL,7391,PFLAUM & ADVANCE [EB#7391],2262
31,29,Marsh Rd,156,NULL,7411,PFLAUM & AGRICULTURE [EB#7411],2267
31,29,Marsh Rd,156,NULL,7458,AGRICULTURE & DAIRY [SB#7458],3759
31,29,Marsh Rd,156,NULL,7499,PFLAUM & SEIFERTH [EB#7499],2280
31,29,Marsh Rd,156,Pflaum & Alder,7605,PFLAUM & ALDER [EB#7605],3760
31,29,Marsh Rd,156,NULL,7617,PFLAUM & DANIELS [EB#7617],4134
31,29,Marsh Rd,156,NULL,7739,PFLAUM & GROVELAND [EB#7739],3761
31,29,Marsh Rd,156,NULL,7834,ATWOOD & COTTAGE GR [SB#7834],2360
31,29,Marsh Rd,156,NULL,7888,ATWOOD & WALTER [SB#7888],3763
31,29,Marsh Rd,156,NULL,7920,AGRICULTURE & WORLD DAIRY [SB#7920],4151
32,123,Acewood-ETP,3,East Transfer Point,7100,EAST TFR PT & W CORPORATE [EB#7100],2168
32,123,Acewood-ETP,3,Arrive East Transfer Point,7101,ARIV EAST TP & W CORPORATE [WB#7101],2169
32,123,Acewood-ETP,3,NULL,7117,S THOMPSON & DROSTER [NB#7117],2173
32,123,Acewood-ETP,3,NULL,7140,ACEWOOD & ONYX [SB#7140],2183
32,123,Acewood-ETP,3,NULL,7150,ACEWOOD & ACADEMY [SB#7150],2185
32,123,Acewood-ETP,3,NULL,7151,S THOMPSON & 1309 [NB#7151],2186
32,123,Acewood-ETP,3,NULL,7167,MILWAUKEE & WALBRIDGE [EB#7167],2192
32,123,Acewood-ETP,3,NULL,7169,MILWAUKEE & DEMPSEY [EB#7169],2194
32,123,Acewood-ETP,3,Acewood & Cottage Grove,7176,ACEWOOD & COTTAGE GR [SB#7176],2199
32,123,Acewood-ETP,3,NULL,7184,CRYSTAL & DIAMOND [SB#7184],2205
32,123,Acewood-ETP,3,NULL,7190,MILWAUKEE & MILO [WB#7190],2209
32,123,Acewood-ETP,3,NULL,7203,E BUCKEYE & ELLEN [EB#7203],2213
32,123,Acewood-ETP,3,NULL,7209,MILWAUKEE & PORTLAND [EB#7209],2215
32,123,Acewood-ETP,3,NULL,7248,MILWAUKEE & SWANTON [WB#7248],4100
32,123,Acewood-ETP,3,NULL,7255,S THOMPSON & E BUCKEYE [NB#7255],2229
32,123,Acewood-ETP,3,NULL,7282,ACEWOOD & LEO [SB#7282],2236
32,123,Acewood-ETP,3,NULL,7343,STARKER & ANGEL CREST [EB#7343],2250
32,123,Acewood-ETP,3,NULL,7365,MERRYTURN & QUEENSBRIDGE [NB#7365],2255
32,123,Acewood-ETP,3,NULL,7398,MILWAUKEE & DEMPSEY [WB#7398],2263
32,123,Acewood-ETP,3,Cottage Grove & Inwood,7418,COTTAGE GR & INWOOD [WB#7418],2268
32,123,Acewood-ETP,3,NULL,7447,MERRYTURN & RETANA [NB#7447],2271
32,123,Acewood-ETP,3,NULL,7469,SEVERN & ST ALBANS [EB#7469],2275
32,123,Acewood-ETP,3,NULL,7470,MILWAUKEE & KURT [WB#7470],4118
32,123,Acewood-ETP,3,NULL,7479,E BUCKEYE & VONDRON [EB#7479],2277
32,123,Acewood-ETP,3,NULL,7507,S THOMPSON & GRAFTON [NB#7507],2284
32,123,Acewood-ETP,3,NULL,7513,STARKER & WOODVALE [EB#7513],2285
32,123,Acewood-ETP,3,NULL,7540,COTTAGE GR & S THOMPSON [WB#7540],4125
32,123,Acewood-ETP,3,NULL,7552,MILWAUKEE & DAFFODIL [WB#7552],2293
32,123,Acewood-ETP,3,NULL,7601,STARKER & VONDRON [EB#7601],2303
32,123,Acewood-ETP,3,NULL,7602,VONDRON & MONTGOMERY [SB#7602],2304
32,123,Acewood-ETP,3,NULL,7633,MILWAUKEE & MILO [EB#7633],2308
32,123,Acewood-ETP,3,NULL,7699,MERRYTURN & SPICEBUSH [NB#7699],2325
32,123,Acewood-ETP,3,NULL,7721,MERRYTURN & BROOKSHIRE [NB#7721],2332
32,123,Acewood-ETP,3,NULL,7733,MERRYTURN & KEVINS [NB#7733],2334
32,123,Acewood-ETP,3,NULL,7734,MILWAUKEE & WALBRIDGE [WB#7734],2335
32,123,Acewood-ETP,3,NULL,7748,COTTAGE GR & ELLEN [WB#7748],2338
32,123,Acewood-ETP,3,NULL,7812,ACEWOOD & STEINHAUER [SB#7812],2352
32,123,Acewood-ETP,3,NULL,7832,MILWAUKEE & WITTWER [WB#7832],2359
32,123,Acewood-ETP,3,NULL,7836,ACEWOOD & MARTHA [SB#7836],2361
32,123,Acewood-ETP,3,NULL,7846,MILWAUKEE & PORTLAND [WB#7846],2365
32,123,Acewood-ETP,3,NULL,7849,STARKER & DONDEE [EB#7849],2366
32,123,Acewood-ETP,3,NULL,7892,MILWAUKEE & N THOMPSON [WB#7892],4149
32,123,Acewood-ETP,3,NULL,7898,ACEWOOD & GOLDFINCH [SB#7898],2372
32,123,Acewood-ETP,3,NULL,7907,INWOOD & OPEN WOOD [NB#7907],2375
32,123,Acewood-ETP,3,NULL,7912,ACEWOOD & AGATE [SB#7912],2377
32,123,Acewood-ETP,3,NULL,7948,MILWAUKEE & KARMENTA [WB#7948],2385
32,123,Thompson-ETP,59,East Transfer Point,7100,EAST TFR PT & W CORPORATE [EB#7100],2168
32,123,Thompson-ETP,59,Arrive East Transfer Point,7101,ARIV EAST TP & W CORPORATE [WB#7101],2169
32,123,Thompson-ETP,59,NULL,7121,CRYSTAL & DIAMOND [NB#7121],2175
32,123,Thompson-ETP,59,NULL,7125,ACEWOOD & FERRIS [NB#7125],2177
32,123,Thompson-ETP,59,NULL,7154,MERRYTURN & KEVINS [SB#7154],2188
32,123,Thompson-ETP,59,NULL,7167,MILWAUKEE & WALBRIDGE [EB#7167],2192
32,123,Thompson-ETP,59,NULL,7169,MILWAUKEE & DEMPSEY [EB#7169],2194
32,123,Thompson-ETP,59,NULL,7175,MILWAUKEE & SWANTON [EB#7175],2198
32,123,Thompson-ETP,59,NULL,7180,STARKER & ACEWOOD [WB#7180],2202
32,123,Thompson-ETP,59,NULL,7181,ACEWOOD & LEO [NB#7181],2203
32,123,Thompson-ETP,59,NULL,7188,STARKER & ANGEL CREST [WB#7188],2208
32,123,Thompson-ETP,59,NULL,7190,MILWAUKEE & MILO [WB#7190],2209
32,123,Thompson-ETP,59,NULL,7209,MILWAUKEE & PORTLAND [EB#7209],2215
32,123,Thompson-ETP,59,NULL,7213,VONDRON & E BUCKEYE [NB#7213],2216
32,123,Thompson-ETP,59,NULL,7214,MERRYTURN & RETANA [SB#7214],2217
32,123,Thompson-ETP,59,NULL,7234,MERRYTURN & BROOKSHIRE [SB#7234],2222
32,123,Thompson-ETP,59,NULL,7263,COTTAGE GR & S THOMPSON [EB#7263],4101
32,123,Thompson-ETP,59,NULL,7310,S THOMPSON & MILWAUKEE [SB#7310],4104
32,123,Thompson-ETP,59,NULL,7313,ACEWOOD & MARTHA [NB#7313],2242
32,123,Thompson-ETP,59,NULL,7369,ACEWOOD & GOLDFINCH [NB#7369],2256
32,123,Thompson-ETP,59,NULL,7381,MILWAUKEE & DAFFODIL [EB#7381],2259
32,123,Thompson-ETP,59,NULL,7398,MILWAUKEE & DEMPSEY [WB#7398],2263
32,123,Thompson-ETP,59,NULL,7590,MERRYTURN & QUEENSBRIDGE [SB#7590],2300
32,123,Thompson-ETP,59,NULL,7610,E BUCKEYE & S THOMPSON [WB#7610],2305
32,123,Thompson-ETP,59,NULL,7622,SEVERN & ST ALBANS [WB#7622],2307
32,123,Thompson-ETP,59,NULL,7633,MILWAUKEE & MILO [EB#7633],2308
32,123,Thompson-ETP,59,NULL,7680,S THOMPSON & 1306 [SB#7680],2321
32,123,Thompson-ETP,59,NULL,7734,MILWAUKEE & WALBRIDGE [WB#7734],2335
32,123,Thompson-ETP,59,NULL,7762,MERRYTURN & SPICEBUSH [SB#7762],2343
32,123,Thompson-ETP,59,NULL,7766,STARKER & VONDRON [WB#7766],2345
32,123,Thompson-ETP,59,Cottage Grove & Inwood,7825,COTTAGE GR & INWOOD [EB#7825],4145
32,123,Thompson-ETP,59,NULL,7830,INWOOD & OPEN WOOD [SB#7830],2358
32,123,Thompson-ETP,59,NULL,7832,MILWAUKEE & WITTWER [WB#7832],2359
32,123,Thompson-ETP,59,NULL,7840,S THOMPSON & GRAFTON [SB#7840],2363
32,123,Thompson-ETP,59,NULL,7846,MILWAUKEE & PORTLAND [WB#7846],2365
32,123,Thompson-ETP,59,NULL,7880,VONDRON & MONTGOMERY [NB#7880],2370
32,123,Thompson-ETP,59,NULL,7906,S THOMPSON & DROSTER [SB#7906],2374
32,123,Thompson-ETP,59,NULL,7913,MILWAUKEE & KURT [EB#7913],4150
32,123,Thompson-ETP,59,NULL,7916,STARKER & WOODVALE [WB#7916],2378
32,123,Thompson-ETP,59,Acewood & Cottage Grove,7925,ACEWOOD & COTTAGE GR [NB#7925],2380
32,123,Thompson-ETP,59,NULL,7933,ACEWOOD & ACADEMY [NB#7933],2382
32,123,Thompson-ETP,59,NULL,7943,ACEWOOD & AGATE [NB#7943],2384
32,123,Thompson-ETP,59,NULL,7948,MILWAUKEE & KARMENTA [WB#7948],2385
32,123,Thompson-ETP,59,NULL,7969,ACEWOOD & ONYX [NB#7969],2387
32,123,Thompson-ETP,59,NULL,7984,E BUCKEYE & ELLEN [WB#7984],2388
32,123,Thompson-ETP,59,NULL,7991,COTTAGE GR & ELLEN [EB#7991],2391
33,91,Thompson-ETP,59,East Transfer Point,7100,EAST TFR PT & W CORPORATE [EB#7100],2168
33,91,Thompson-ETP,59,Arrive East Transfer Point,7101,ARIV EAST TP & W CORPORATE [WB#7101],2169
33,91,Thompson-ETP,59,NULL,7143,GALILEO & APOLLO [NB#7143],4093
33,91,Thompson-ETP,59,Milwaukee & Milky,7148,MILWAUKEE & MILKY [WB#7148],4291
33,91,Thompson-ETP,59,NULL,7154,MERRYTURN & KEVINS [SB#7154],2188
33,91,Thompson-ETP,59,NULL,7167,MILWAUKEE & WALBRIDGE [EB#7167],2192
33,91,Thompson-ETP,59,NULL,7169,MILWAUKEE & DEMPSEY [EB#7169],2194
33,91,Thompson-ETP,59,NULL,7190,MILWAUKEE & MILO [WB#7190],2209
33,91,Thompson-ETP,59,NULL,7209,MILWAUKEE & PORTLAND [EB#7209],2215
33,91,Thompson-ETP,59,NULL,7214,MERRYTURN & RETANA [SB#7214],2217
33,91,Thompson-ETP,59,NULL,7234,MERRYTURN & BROOKSHIRE [SB#7234],2222
33,91,Thompson-ETP,59,NULL,7236,MILWAUKEE & RUSTIC [WB#7236],4097
33,91,Thompson-ETP,59,NULL,7248,MILWAUKEE & SWANTON [WB#7248],4100
33,91,Thompson-ETP,59,NULL,7263,COTTAGE GR & S THOMPSON [EB#7263],4101
33,91,Thompson-ETP,59,NULL,7269,WYALUSING & AZTALAN [NB#7269],4102
33,91,Thompson-ETP,59,NULL,7310,S THOMPSON & MILWAUKEE [SB#7310],4104
33,91,Thompson-ETP,59,NULL,7398,MILWAUKEE & DEMPSEY [WB#7398],2263
33,91,Thompson-ETP,59,NULL,7415,NORTH STAR & SHARPSBURG [NB#7415],4112
33,91,Thompson-ETP,59,NULL,7437,AMNICON & AZTALAN [NB#7437],4116
33,91,Thompson-ETP,59,NULL,7470,MILWAUKEE & KURT [WB#7470],4118
33,91,Thompson-ETP,59,NULL,7488,MILWAUKEE & SUMMERTOWN [WB#7488],4120
33,91,Thompson-ETP,59,NULL,7552,MILWAUKEE & DAFFODIL [WB#7552],2293
33,91,Thompson-ETP,59,NULL,7581,WYALUSING & STOCKBRIDGE [NB#7581],4132
33,91,Thompson-ETP,59,NULL,7590,MERRYTURN & QUEENSBRIDGE [SB#7590],2300
33,91,Thompson-ETP,59,NULL,7622,SEVERN & ST ALBANS [WB#7622],2307
33,91,Thompson-ETP,59,NULL,7633,MILWAUKEE & MILO [EB#7633],2308
